time [nanoSec],	 voltage[mV] 
12344,	 0.000000
12346,	 -0.000866
12348,	 -0.000173
12350,	 -0.000346
12352,	 -0.000346
12354,	 -0.001040
12356,	 -0.000520
12358,	 -0.000346
12360,	 0.000000
12362,	 -0.000693
12364,	 0.000173
12366,	 -0.000173
12368,	 -0.000866
12370,	 -0.000693
12372,	 0.000173
12374,	 -0.000520
12376,	 -0.000346
12378,	 -0.000693
12380,	 0.000000
12382,	 -0.000173
12384,	 -0.000693
12386,	 -0.000693
12388,	 0.000000
12390,	 -0.000173
12392,	 0.000000
12394,	 -0.000346
12396,	 0.000000
12398,	 -0.000693
12400,	 -0.000346
12402,	 -0.000693
12404,	 0.000173
12406,	 -0.000346
12408,	 -0.000520
12410,	 -0.000173
12412,	 -0.000346
12414,	 -0.000346
12416,	 0.000000
12418,	 0.000000
12420,	 -0.000520
12422,	 -0.000693
12424,	 -0.000346
12426,	 -0.000693
12428,	 -0.000173
12430,	 -0.000693
12432,	 0.000173
12434,	 -0.000693
12436,	 0.000000
12438,	 -0.000346
12440,	 -0.000346
12442,	 -0.000693
12444,	 -0.000866
12446,	 0.000000
12448,	 -0.000346
12450,	 -0.000693
12452,	 -0.000520
12454,	 -0.000520
12456,	 -0.000693
12458,	 -0.001040
12460,	 0.000000
12462,	 -0.000346
12464,	 -0.000693
12466,	 -0.000693
12468,	 0.000173
12470,	 0.000000
12472,	 -0.000693
12474,	 -0.000693
12476,	 -0.000346
12478,	 -0.000346
12480,	 0.000000
12482,	 -0.001040
12484,	 -0.000346
12486,	 -0.000173
12488,	 0.000346
12490,	 -0.000346
12492,	 -0.000520
12494,	 -0.000346
12496,	 -0.000346
12498,	 -0.000346
12500,	 -0.000173
12502,	 -0.000346
12504,	 -0.000693
12506,	 -0.000693
12508,	 0.000000
12510,	 0.000000
12512,	 -0.000693
12514,	 -0.000693
12516,	 -0.000520
12518,	 -0.000520
12520,	 -0.000346
12522,	 -0.000346
12524,	 -0.000520
12526,	 -0.000173
12528,	 -0.000346
12530,	 -0.000346
12532,	 -0.000173
12534,	 -0.000693
12536,	 -0.000173
12538,	 -0.000346
12540,	 -0.000346
12542,	 0.000173
12544,	 -0.000173
12546,	 -0.000346
12548,	 -0.000693
12550,	 -0.000520
12552,	 -0.000346
12554,	 -0.000693
12556,	 0.000000
12558,	 -0.000346
12560,	 -0.000346
12562,	 0.000173
12564,	 -0.000346
12566,	 -0.000520
12568,	 -0.000346
12570,	 -0.000520
12572,	 0.000173
12574,	 -0.000346
12576,	 -0.000693
12578,	 -0.000346
12580,	 0.000000
12582,	 -0.000520
12584,	 -0.000693
12586,	 -0.000520
12588,	 0.000000
12590,	 0.000000
12592,	 -0.000520
12594,	 -0.000520
12596,	 0.000346
12598,	 -0.001040
12600,	 -0.000346
12602,	 -0.000346
12604,	 0.000000
12606,	 -0.000173
12608,	 -0.000520
12610,	 -0.000693
12612,	 0.000000
12614,	 -0.000693
12616,	 -0.000693
12618,	 -0.000520
12620,	 -0.000173
12622,	 -0.000173
12624,	 -0.000346
12626,	 -0.000693
12628,	 0.000173
12630,	 -0.000346
12632,	 -0.000173
12634,	 -0.000693
12636,	 -0.000173
12638,	 0.000000
12640,	 -0.000346
12642,	 -0.000346
12644,	 0.000000
12646,	 -0.000693
12648,	 0.000000
12650,	 -0.000346
12652,	 -0.000173
12654,	 -0.000346
12656,	 -0.000346
12658,	 -0.000173
12660,	 0.000000
12662,	 -0.000346
12664,	 -0.000520
12666,	 -0.000520
12668,	 0.000346
12670,	 -0.000346
12672,	 -0.000866
12674,	 -0.000346
12676,	 0.000520
12678,	 -0.000173
12680,	 -0.000173
12682,	 -0.000520
12684,	 -0.000173
12686,	 -0.000346
12688,	 -0.000693
12690,	 -0.000866
12692,	 0.000000
12694,	 -0.000520
12696,	 -0.000173
12698,	 0.000000
12700,	 -0.000520
12702,	 -0.000346
12704,	 0.000000
12706,	 -0.000346
12708,	 0.000000
12710,	 -0.000693
12712,	 -0.000346
12714,	 -0.000520
12716,	 0.000173
12718,	 -0.000173
12720,	 -0.000693
12722,	 -0.000693
12724,	 -0.000346
12726,	 -0.000346
12728,	 0.000000
12730,	 -0.000693
12732,	 0.000000
12734,	 -0.000346
12736,	 -0.000346
12738,	 -0.000693
12740,	 0.000173
12742,	 -0.000346
12744,	 0.000000
12746,	 -0.000693
12748,	 0.000000
12750,	 -0.000866
12752,	 -0.000346
12754,	 -0.000693
12756,	 -0.000346
12758,	 -0.000693
12760,	 -0.000346
12762,	 -0.000346
12764,	 -0.000173
12766,	 -0.000346
12768,	 -0.000693
12770,	 -0.000693
12772,	 0.000173
12774,	 -0.000693
12776,	 0.000000
12778,	 -0.000173
12780,	 0.000520
12782,	 0.000000
12784,	 -0.000693
12786,	 -0.000520
12788,	 -0.000173
12790,	 -0.000693
12792,	 -0.000346
12794,	 -0.000693
12796,	 -0.000346
12798,	 -0.000346
12800,	 -0.000346
12802,	 -0.000346
12804,	 0.000000
12806,	 -0.000693
12808,	 -0.000346
12810,	 -0.000173
12812,	 -0.000346
12814,	 -0.000346
12816,	 -0.000346
12818,	 0.000173
12820,	 0.000346
12822,	 -0.001040
12824,	 -0.000693
12826,	 -0.000693
12828,	 0.000000
12830,	 -0.000346
12832,	 -0.000173
12834,	 -0.000866
12836,	 -0.000173
12838,	 -0.000520
12840,	 -0.000173
12842,	 -0.000866
12844,	 -0.000173
12846,	 0.000000
12848,	 -0.000520
12850,	 -0.000520
12852,	 0.000346
12854,	 -0.000346
12856,	 -0.000173
12858,	 -0.000693
12860,	 0.000000
12862,	 -0.000520
12864,	 -0.000346
12866,	 -0.000346
12868,	 -0.000520
12870,	 -0.000693
12872,	 -0.000346
12874,	 -0.000346
12876,	 0.000000
12878,	 -0.000346
12880,	 -0.000693
12882,	 -0.000520
12884,	 0.000520
12886,	 -0.000346
12888,	 -0.000346
12890,	 -0.000346
12892,	 -0.000346
12894,	 0.000000
12896,	 -0.000520
12898,	 -0.000346
12900,	 -0.000173
12902,	 -0.000346
12904,	 -0.000173
12906,	 -0.000520
12908,	 -0.000173
12910,	 -0.000346
12912,	 -0.000693
12914,	 -0.000346
12916,	 0.000173
12918,	 -0.000173
12920,	 -0.000866
12922,	 -0.000346
12924,	 -0.000346
12926,	 -0.000346
12928,	 0.000173
12930,	 -0.000693
12932,	 0.000000
12934,	 -0.000693
12936,	 0.000000
12938,	 -0.000346
12940,	 -0.000346
12942,	 -0.000173
12944,	 -0.000520
12946,	 -0.000346
12948,	 -0.000693
12950,	 -0.000346
12952,	 -0.000693
12954,	 -0.000520
12956,	 0.000000
12958,	 -0.000346
12960,	 -0.000346
12962,	 -0.000693
12964,	 -0.000346
12966,	 -0.000346
12968,	 -0.000346
12970,	 0.000000
12972,	 -0.000346
12974,	 -0.000346
12976,	 -0.000693
12978,	 -0.000173
12980,	 0.000000
12982,	 -0.000693
12984,	 -0.000520
12986,	 -0.000520
12988,	 0.000173
12990,	 -0.000173
12992,	 -0.000866
12994,	 -0.000346
12996,	 -0.000346
12998,	 -0.000346
13000,	 -0.000173
13002,	 -0.000520
13004,	 -0.000346
13006,	 0.000173
13008,	 0.000000
13010,	 -0.001040
13012,	 0.000000
13014,	 -0.000346
13016,	 -0.000346
13018,	 -0.000346
13020,	 0.000000
13022,	 -0.000173
13024,	 -0.000866
13026,	 0.000173
13028,	 -0.000346
13030,	 -0.000520
13032,	 -0.000173
13034,	 -0.001040
13036,	 0.000000
13038,	 -0.000346
13040,	 -0.000346
13042,	 -0.000173
13044,	 -0.000346
13046,	 -0.000693
13048,	 -0.000520
13050,	 -0.000346
13052,	 0.000000
13054,	 -0.000173
13056,	 -0.000693
13058,	 -0.000693
13060,	 0.000000
13062,	 -0.000346
13064,	 0.000346
13066,	 -0.000346
13068,	 -0.000520
13070,	 -0.000520
13072,	 -0.000173
13074,	 -0.000173
13076,	 -0.000520
13078,	 -0.000346
13080,	 -0.000693
13082,	 0.000000
13084,	 0.000173
13086,	 -0.000693
13088,	 -0.000693
13090,	 -0.000693
13092,	 0.000173
13094,	 -0.000520
13096,	 -0.000866
13098,	 -0.000346
13100,	 0.000000
13102,	 -0.000173
13104,	 -0.000693
13106,	 -0.001213
13108,	 -0.000173
13110,	 -0.000693
13112,	 -0.000520
13114,	 -0.000346
13116,	 -0.000346
13118,	 -0.000693
13120,	 -0.000346
13122,	 -0.000173
13124,	 -0.000520
13126,	 -0.000346
13128,	 -0.000520
13130,	 -0.000173
13132,	 0.000000
13134,	 -0.000693
13136,	 0.000000
13138,	 -0.001040
13140,	 0.000000
13142,	 -0.000693
13144,	 -0.000693
13146,	 -0.000346
13148,	 -0.000346
13150,	 0.000000
13152,	 -0.000346
13154,	 -0.001040
13156,	 -0.000346
13158,	 -0.000173
13160,	 -0.000346
13162,	 -0.000346
13164,	 -0.000346
13166,	 -0.000173
13168,	 0.000000
13170,	 -0.000866
13172,	 0.000000
13174,	 -0.000693
13176,	 -0.000346
13178,	 -0.000346
13180,	 0.000000
13182,	 -0.000346
13184,	 -0.000173
13186,	 -0.001040
13188,	 -0.000346
13190,	 -0.000173
13192,	 -0.000173
13194,	 -0.001040
13196,	 0.000000
13198,	 -0.000346
13200,	 -0.000693
13202,	 -0.000346
13204,	 -0.000173
13206,	 -0.000520
13208,	 -0.000346
13210,	 -0.001040
13212,	 0.000000
13214,	 -0.000346
13216,	 0.000000
13218,	 -0.000520
13220,	 0.000000
13222,	 -0.000520
13224,	 0.000000
13226,	 -0.000693
13228,	 -0.000346
13230,	 -0.000346
13232,	 -0.000693
13234,	 -0.000520
13236,	 0.000000
13238,	 -0.000173
13240,	 -0.000520
13242,	 -0.000346
13244,	 -0.000173
13246,	 -0.000520
13248,	 0.000000
13250,	 -0.000346
13252,	 -0.000346
13254,	 -0.000520
13256,	 -0.000173
13258,	 -0.000693
13260,	 -0.000346
13262,	 -0.000173
13264,	 -0.000346
13266,	 -0.000866
13268,	 -0.000346
13270,	 -0.000520
13272,	 0.000000
13274,	 -0.000346
13276,	 -0.000693
13278,	 -0.000346
13280,	 -0.000520
13282,	 -0.000520
13284,	 -0.000346
13286,	 -0.000346
13288,	 -0.000693
13290,	 -0.000346
13292,	 -0.000346
13294,	 -0.000693
13296,	 -0.000520
13298,	 -0.000866
13300,	 -0.000346
13302,	 -0.000693
13304,	 -0.000520
13306,	 0.000173
13308,	 -0.000346
13310,	 -0.000520
13312,	 0.000173
13314,	 -0.000693
13316,	 0.000000
13318,	 -0.000346
13320,	 0.000000
13322,	 -0.000346
13324,	 0.000000
13326,	 0.000000
13328,	 0.000000
13330,	 -0.000346
13332,	 0.000000
13334,	 -0.000693
13336,	 -0.000693
13338,	 -0.000520
13340,	 -0.000173
13342,	 0.000000
13344,	 -0.000346
13346,	 -0.000866
13348,	 -0.000173
13350,	 -0.000520
13352,	 -0.000173
13354,	 -0.000173
13356,	 -0.000693
13358,	 -0.000346
13360,	 -0.000520
13362,	 -0.000346
13364,	 0.000000
13366,	 -0.000173
13368,	 -0.000693
13370,	 -0.000866
13372,	 -0.000346
13374,	 0.000000
13376,	 0.000173
13378,	 -0.000520
13380,	 -0.000520
13382,	 0.000000
13384,	 -0.000346
13386,	 -0.000346
13388,	 0.000000
13390,	 0.000000
13392,	 -0.000346
13394,	 -0.000520
13396,	 0.000520
13398,	 -0.000693
13400,	 -0.000346
13402,	 -0.000693
13404,	 0.000000
13406,	 -0.000173
13408,	 -0.000520
13410,	 -0.000693
13412,	 -0.000346
13414,	 -0.000346
13416,	 -0.000346
13418,	 -0.000346
13420,	 0.000000
13422,	 0.000000
13424,	 -0.000693
13426,	 -0.000520
13428,	 -0.000173
13430,	 -0.000520
13432,	 -0.000520
13434,	 -0.000173
13436,	 0.000000
13438,	 -0.000346
13440,	 -0.000346
13442,	 -0.000346
13444,	 -0.000173
13446,	 -0.000520
13448,	 -0.000346
13450,	 -0.000346
13452,	 0.000000
13454,	 -0.000346
13456,	 -0.000346
13458,	 -0.000520
13460,	 0.000000
13462,	 -0.000346
13464,	 -0.000520
13466,	 -0.000346
13468,	 0.000000
13470,	 0.000000
13472,	 -0.000693
13474,	 -0.000866
13476,	 -0.000346
13478,	 -0.000173
13480,	 0.000000
13482,	 -0.000693
13484,	 -0.000346
13486,	 -0.000346
13488,	 -0.000346
13490,	 -0.000866
13492,	 -0.000346
13494,	 -0.000693
13496,	 -0.000866
13498,	 0.000000
13500,	 -0.000173
13502,	 -0.000346
13504,	 0.000000
13506,	 -0.001040
13508,	 0.000173
13510,	 -0.000346
13512,	 -0.000866
13514,	 0.000000
13516,	 -0.000520
13518,	 -0.000173
13520,	 -0.000520
13522,	 -0.000520
13524,	 -0.000520
13526,	 -0.000173
13528,	 -0.000346
13530,	 -0.001040
13532,	 -0.000346
13534,	 -0.000346
13536,	 -0.000173
13538,	 -0.000693
13540,	 0.000000
13542,	 -0.000346
13544,	 -0.000520
13546,	 -0.000346
13548,	 0.000000
13550,	 -0.000520
13552,	 -0.000693
13554,	 -0.000520
13556,	 0.000346
13558,	 -0.000346
13560,	 -0.000346
13562,	 -0.000693
13564,	 0.000000
13566,	 0.000000
13568,	 -0.000346
13570,	 -0.000346
13572,	 -0.000173
13574,	 0.000000
13576,	 -0.000693
13578,	 -0.000520
13580,	 -0.000346
13582,	 -0.000173
13584,	 -0.000346
13586,	 -0.000173
13588,	 0.000000
13590,	 -0.000866
13592,	 -0.000346
13594,	 -0.001040
13596,	 -0.000173
13598,	 -0.000346
13600,	 -0.000346
13602,	 -0.000693
13604,	 0.000173
13606,	 -0.000866
13608,	 0.000000
13610,	 -0.000520
13612,	 0.000000
13614,	 -0.000346
13616,	 -0.000693
13618,	 -0.000346
13620,	 0.000000
13622,	 -0.000693
13624,	 0.000000
13626,	 -0.000173
13628,	 0.000000
13630,	 -0.000173
13632,	 -0.000173
13634,	 -0.001040
13636,	 -0.000346
13638,	 0.000000
13640,	 -0.000173
13642,	 -0.000866
13644,	 -0.000173
13646,	 -0.000173
13648,	 -0.000346
13650,	 -0.000346
13652,	 -0.000693
13654,	 -0.000520
13656,	 -0.000346
13658,	 -0.000346
13660,	 0.000346
13662,	 -0.000520
13664,	 0.000000
13666,	 -0.000693
13668,	 -0.000346
13670,	 0.000173
13672,	 -0.000346
13674,	 -0.001040
13676,	 -0.000346
13678,	 0.000173
13680,	 -0.000346
13682,	 -0.000866
13684,	 0.000000
13686,	 -0.000693
13688,	 -0.000346
13690,	 -0.000346
13692,	 -0.000173
13694,	 -0.000346
13696,	 -0.000346
13698,	 -0.000520
13700,	 -0.000346
13702,	 -0.000520
13704,	 0.000000
13706,	 -0.000520
13708,	 -0.000520
13710,	 -0.000346
13712,	 -0.000520
13714,	 -0.000346
13716,	 0.000173
13718,	 -0.000866
13720,	 -0.000346
13722,	 -0.000346
13724,	 0.000000
13726,	 -0.000346
13728,	 0.000000
13730,	 -0.000693
13732,	 -0.000346
13734,	 -0.001040
13736,	 0.000000
13738,	 -0.000346
13740,	 -0.000173
13742,	 -0.000520
13744,	 -0.000520
13746,	 -0.000866
13748,	 0.000173
13750,	 -0.000346
13752,	 -0.000693
13754,	 -0.000693
13756,	 0.000000
13758,	 -0.000346
13760,	 0.000000
13762,	 -0.000346
13764,	 -0.000173
13766,	 -0.000520
13768,	 0.000000
13770,	 -0.000346
13772,	 -0.000346
13774,	 -0.000693
13776,	 0.000000
13778,	 -0.000693
13780,	 0.000000
13782,	 -0.000173
13784,	 -0.000346
13786,	 -0.000693
13788,	 -0.000173
13790,	 -0.000346
13792,	 -0.000173
13794,	 -0.000866
13796,	 0.000000
13798,	 -0.000346
13800,	 -0.000693
13802,	 -0.000693
13804,	 0.000000
13806,	 0.000000
13808,	 -0.000173
13810,	 -0.000520
13812,	 -0.000346
13814,	 -0.000520
13816,	 -0.000520
13818,	 0.000000
13820,	 -0.000346
13822,	 0.000000
13824,	 -0.000346
13826,	 -0.000866
13828,	 0.000000
13830,	 -0.000520
13832,	 -0.000693
13834,	 -0.000173
13836,	 0.000000
13838,	 -0.000173
13840,	 -0.000520
13842,	 -0.000520
13844,	 -0.000346
13846,	 0.000173
13848,	 -0.000520
13850,	 -0.000173
13852,	 -0.000346
13854,	 0.000000
13856,	 -0.000346
13858,	 -0.001040
13860,	 0.000173
13862,	 -0.000520
13864,	 -0.000520
13866,	 0.000000
13868,	 -0.000346
13870,	 -0.000346
13872,	 -0.000346
13874,	 -0.000346
13876,	 0.000000
13878,	 -0.001040
13880,	 -0.000520
13882,	 -0.000520
13884,	 -0.000173
13886,	 0.000000
13888,	 -0.000520
13890,	 -0.000346
13892,	 -0.000693
13894,	 -0.000346
13896,	 -0.000346
13898,	 -0.000520
13900,	 0.000000
13902,	 0.000000
13904,	 -0.000693
13906,	 -0.000520
13908,	 0.000000
13910,	 -0.000520
13912,	 -0.000346
13914,	 -0.000866
13916,	 -0.000693
13918,	 0.000000
13920,	 -0.000173
13922,	 -0.000520
13924,	 0.000000
13926,	 -0.000693
13928,	 -0.000693
13930,	 -0.000346
13932,	 -0.000173
13934,	 -0.000346
13936,	 -0.000866
13938,	 -0.000346
13940,	 0.000173
13942,	 0.000000
13944,	 -0.000346
13946,	 -0.000693
13948,	 0.000000
13950,	 -0.000520
13952,	 0.000000
13954,	 -0.000520
13956,	 -0.000173
13958,	 -0.000173
13960,	 -0.000693
13962,	 -0.000173
13964,	 -0.000520
13966,	 -0.000520
13968,	 0.000000
13970,	 -0.000693
13972,	 -0.000346
13974,	 -0.000346
13976,	 -0.000346
13978,	 -0.000693
13980,	 0.000000
13982,	 0.000000
13984,	 -0.000693
13986,	 -0.000520
13988,	 -0.000346
13990,	 0.000000
13992,	 -0.000346
13994,	 -0.000346
13996,	 -0.000346
13998,	 0.000000
14000,	 -0.000693
14002,	 -0.000520
14004,	 -0.000173
14006,	 -0.000693
14008,	 -0.000346
14010,	 -0.000346
14012,	 -0.000520
14014,	 0.000000
14016,	 -0.000346
14018,	 -0.000520
14020,	 -0.000173
14022,	 -0.000693
14024,	 -0.000173
14026,	 -0.000693
14028,	 -0.000346
14030,	 0.000000
14032,	 0.000000
14034,	 -0.000693
14036,	 0.000000
14038,	 -0.000346
14040,	 -0.000173
14042,	 -0.000520
14044,	 -0.000173
14046,	 -0.000346
14048,	 -0.000520
14050,	 -0.000693
14052,	 0.000000
14054,	 -0.000693
14056,	 -0.000346
14058,	 -0.000346
14060,	 -0.000173
14062,	 -0.000346
14064,	 0.000000
14066,	 -0.000520
14068,	 0.000173
14070,	 -0.000173
14072,	 -0.000520
14074,	 -0.000693
14076,	 0.000000
14078,	 -0.000693
14080,	 0.000000
14082,	 -0.000346
14084,	 -0.000173
14086,	 -0.000520
14088,	 -0.000866
14090,	 -0.000346
14092,	 0.000000
14094,	 -0.000693
14096,	 0.000000
14098,	 -0.000346
14100,	 0.000000
14102,	 -0.000693
14104,	 -0.000693
14106,	 -0.000693
14108,	 0.000000
14110,	 -0.000346
14112,	 -0.000693
14114,	 -0.000693
14116,	 -0.000173
14118,	 -0.000693
14120,	 -0.000173
14122,	 -0.000346
14124,	 -0.000346
14126,	 -0.000346
14128,	 0.000000
14130,	 -0.000173
14132,	 -0.000173
14134,	 -0.001040
14136,	 -0.000520
14138,	 -0.000346
14140,	 -0.000173
14142,	 -0.000346
14144,	 -0.000346
14146,	 -0.000866
14148,	 0.000000
14150,	 -0.000520
14152,	 0.000000
14154,	 -0.000346
14156,	 -0.000173
14158,	 -0.000520
14160,	 -0.000346
14162,	 -0.001040
14164,	 0.000000
14166,	 -0.000693
14168,	 -0.000173
14170,	 -0.000173
14172,	 0.000000
14174,	 0.000000
14176,	 0.000000
14178,	 -0.001040
14180,	 -0.000346
14182,	 -0.000173
14184,	 -0.000173
14186,	 -0.000520
14188,	 -0.000346
14190,	 -0.000693
14192,	 -0.000346
14194,	 -0.000520
14196,	 0.000000
14198,	 -0.000346
14200,	 -0.000346
14202,	 -0.000693
14204,	 0.000000
14206,	 0.000000
14208,	 -0.000173
14210,	 -0.000520
14212,	 0.000000
14214,	 -0.001040
14216,	 0.000173
14218,	 -0.000520
14220,	 0.000000
14222,	 -0.000173
14224,	 -0.000346
14226,	 -0.000520
14228,	 0.000000
14230,	 -0.000346
14232,	 -0.000346
14234,	 -0.000173
14236,	 0.000173
14238,	 -0.000520
14240,	 -0.000346
14242,	 -0.000693
14244,	 0.000173
14246,	 -0.000346
14248,	 -0.000520
14250,	 -0.000173
14252,	 -0.000346
14254,	 -0.000346
14256,	 -0.000173
14258,	 -0.000346
14260,	 -0.000346
14262,	 -0.000346
14264,	 0.000000
14266,	 -0.000520
14268,	 0.000000
14270,	 -0.000173
14272,	 -0.000346
14274,	 -0.000866
14276,	 -0.000346
14278,	 -0.000346
14280,	 -0.000346
14282,	 0.000000
14284,	 -0.000520
14286,	 -0.000173
14288,	 -0.000520
14290,	 -0.000520
14292,	 0.000000
14294,	 -0.000693
14296,	 -0.000346
14298,	 -0.000346
14300,	 -0.000346
14302,	 -0.000346
14304,	 -0.000693
14306,	 -0.000693
14308,	 -0.000173
14310,	 -0.000693
14312,	 -0.000346
14314,	 -0.000693
14316,	 -0.000520
14318,	 0.000000
14320,	 -0.000866
14322,	 -0.001040
14324,	 -0.000173
14326,	 0.000000
14328,	 0.000173
14330,	 -0.000520
14332,	 -0.000346
14334,	 0.000000
14336,	 -0.000693
14338,	 -0.000173
14340,	 0.000173
14342,	 -0.000693
14344,	 -0.000520
14346,	 -0.000520
14348,	 -0.000520
14350,	 -0.000693
14352,	 -0.000866
14354,	 -0.000346
14356,	 -0.000173
14358,	 -0.000520
14360,	 -0.000693
14362,	 -0.000520
14364,	 -0.000346
14366,	 -0.000346
14368,	 -0.000346
14370,	 -0.000346
14372,	 0.000000
14374,	 -0.000173
14376,	 -0.000693
14378,	 0.000000
14380,	 -0.000346
14382,	 -0.000346
14384,	 -0.000520
14386,	 -0.000346
14388,	 0.000173
14390,	 -0.000520
14392,	 -0.000346
14394,	 -0.000173
14396,	 -0.000520
14398,	 -0.000866
14400,	 -0.000346
14402,	 -0.000346
14404,	 -0.000173
14406,	 -0.000173
14408,	 -0.000520
14410,	 -0.000346
14412,	 -0.000520
14414,	 0.000000
14416,	 -0.000346
14418,	 -0.000346
14420,	 0.000000
14422,	 -0.001040
14424,	 -0.000346
14426,	 -0.000520
14428,	 0.000000
14430,	 0.000000
14432,	 -0.000866
14434,	 -0.000693
14436,	 0.000000
14438,	 -0.000520
14440,	 -0.000693
14442,	 0.000173
14444,	 0.000000
14446,	 -0.000866
14448,	 0.000000
14450,	 -0.000693
14452,	 -0.000346
14454,	 -0.000346
14456,	 -0.000173
14458,	 0.000000
14460,	 -0.000346
14462,	 0.000173
14464,	 -0.000346
14466,	 -0.000173
14468,	 0.000173
14470,	 -0.000693
14472,	 -0.000173
14474,	 -0.001040
14476,	 0.000000
14478,	 0.000000
14480,	 -0.000346
14482,	 -0.000866
14484,	 0.000173
14486,	 -0.000346
14488,	 -0.000520
14490,	 -0.000346
14492,	 -0.000173
14494,	 -0.000346
14496,	 0.000000
14498,	 -0.000173
14500,	 -0.000346
14502,	 -0.000346
14504,	 0.000000
14506,	 -0.000346
14508,	 -0.000173
14510,	 0.000000
14512,	 0.000173
14514,	 -0.000693
14516,	 -0.000173
14518,	 0.000000
14520,	 -0.000346
14522,	 -0.000346
14524,	 -0.000693
14526,	 0.000000
14528,	 0.000173
14530,	 -0.001040
14532,	 -0.000173
14534,	 -0.000346
14536,	 -0.000520
14538,	 0.000000
14540,	 -0.000346
14542,	 -0.000346
14544,	 -0.000520
14546,	 -0.000346
14548,	 -0.000173
14550,	 -0.000693
14552,	 -0.000173
14554,	 -0.000693
14556,	 -0.000173
14558,	 -0.000173
14560,	 -0.000346
14562,	 0.000000
14564,	 -0.000173
14566,	 -0.000866
14568,	 -0.000520
14570,	 0.000000
14572,	 0.000173
14574,	 -0.000693
14576,	 -0.000173
14578,	 -0.000520
14580,	 0.000173
14582,	 -0.001040
14584,	 -0.000346
14586,	 -0.000346
14588,	 -0.000173
14590,	 0.000000
14592,	 -0.000173
14594,	 -0.000346
14596,	 -0.000346
14598,	 0.000000
14600,	 -0.000346
14602,	 -0.000693
14604,	 0.000000
14606,	 -0.000346
14608,	 0.000000
14610,	 -0.000346
14612,	 0.000000
14614,	 -0.000520
14616,	 -0.000866
14618,	 -0.000520
14620,	 0.000000
14622,	 -0.000520
14624,	 -0.000520
14626,	 -0.001040
14628,	 0.000173
14630,	 -0.000346
14632,	 0.000173
14634,	 -0.000693
14636,	 -0.000346
14638,	 -0.000346
14640,	 0.000173
14642,	 -0.000520
14644,	 -0.000346
14646,	 -0.000173
14648,	 -0.000520
14650,	 -0.000520
14652,	 -0.000173
14654,	 0.000000
14656,	 -0.000693
14658,	 -0.000520
14660,	 0.000000
14662,	 -0.000693
14664,	 -0.000173
14666,	 -0.000346
14668,	 0.000173
14670,	 -0.000520
14672,	 -0.000693
14674,	 -0.000346
14676,	 -0.000173
14678,	 -0.000173
14680,	 -0.000346
14682,	 -0.000693
14684,	 0.000000
14686,	 0.000000
14688,	 -0.000346
14690,	 -0.000693
14692,	 0.000173
14694,	 -0.000520
14696,	 -0.000346
14698,	 -0.000346
14700,	 -0.000693
14702,	 -0.000346
14704,	 -0.000346
14706,	 -0.000693
14708,	 0.000000
14710,	 -0.000346
14712,	 -0.000173
14714,	 -0.000173
14716,	 0.000346
14718,	 -0.000866
14720,	 -0.000346
14722,	 -0.000520
14724,	 0.000000
14726,	 -0.000520
14728,	 -0.000346
14730,	 -0.000693
14732,	 0.000000
14734,	 -0.000693
14736,	 0.000000
14738,	 -0.000693
14740,	 0.000173
14742,	 -0.000693
14744,	 -0.000346
14746,	 -0.000520
14748,	 -0.000346
14750,	 0.000173
14752,	 -0.000520
14754,	 -0.000693
14756,	 -0.000173
14758,	 -0.000693
14760,	 0.000000
14762,	 -0.000520
14764,	 -0.000346
14766,	 -0.000693
14768,	 -0.000346
14770,	 -0.000520
14772,	 0.000000
14774,	 -0.000693
14776,	 -0.000520
14778,	 -0.000346
14780,	 -0.000346
14782,	 0.000000
14784,	 -0.000346
14786,	 -0.000693
14788,	 -0.000173
14790,	 -0.000520
14792,	 -0.000346
14794,	 -0.000346
14796,	 -0.000346
14798,	 -0.000173
14800,	 0.000000
14802,	 -0.000346
14804,	 -0.000173
14806,	 -0.000866
14808,	 -0.000520
14810,	 -0.000346
14812,	 0.000173
14814,	 -0.000520
14816,	 -0.000693
14818,	 -0.000346
14820,	 -0.000173
14822,	 -0.000346
14824,	 -0.000346
14826,	 -0.000346
14828,	 0.000000
14830,	 -0.000346
14832,	 -0.000346
